equipment_id,mine_id,equipment_name,equipment_type,manufacturer,model,year_manufactured,operating_hours,last_maintenance_date,next_maintenance_date,fuel_type,fuel_consumption,breakdown_count,last_breakdown_date,breakdown_reason,sensor_anomalies,status
EQ-161,JH-002,Drill Rig 161,Drill Rig,Atlas Copco,Atl-8909,2021,8781,2023-12-28,2024-04-30,Electric,0,8,2023-12-18,Jam,11,Operational
EQ-162,JH-001,Drill Rig 162,Drill Rig,Komatsu,Kom-9107,2011,11922,2023-04-12,2023-06-26,Electric,0,2,2023-03-28,Hydraulic leak,5,Operational
EQ-163,CG-001,Drill Rig 163,Drill Rig,Komatsu,Kom-4902,2018,29802,2023-08-17,2023-10-13,Electric,0,8,2023-08-13,Electrical fault,11,Operational
EQ-164,CG-001,Conveyor Belt 164,Conveyor Belt,Sandvik,San-3203,2023,24586,2023-11-13,2024-04-01,Diesel,52.86,4,2023-11-09,Electrical fault,5,Operational
EQ-165,CG-001,Excavator 165,Excavator,Komatsu,Kom-7064,2023,12068,2023-05-18,2023-09-22,Diesel,30.56,10,2023-05-01,Engine issue,12,Operational
EQ-166,CG-002,Excavator 166,Excavator,Tata,Tat-2292,2020,27335,2023-08-09,2023-11-17,Electric,0,6,2023-07-20,Hydraulic leak,8,Operational
EQ-167,OD-002,Conveyor Belt 167,Conveyor Belt,Sandvik,San-3712,2012,25906,2023-01-30,2023-06-25,Diesel,29.94,9,2023-01-14,Engine issue,4,Operational
EQ-168,OD-001,Drill Rig 168,Drill Rig,Metso,Met-6392,2011,12683,2023-11-01,2024-04-15,Diesel,59.82,1,2023-10-13,Jam,11,Operational
EQ-169,CG-002,Compressor 169,Compressor,Komatsu,Kom-6204,2021,26706,2023-09-12,2024-01-12,Diesel,26.93,4,2023-08-17,Jam,3,Operational
EQ-170,JH-002,Excavator 170,Excavator,Caterpillar,Cat-6512,2014,21559,2023-05-04,2023-09-21,Diesel,49.54,10,2023-05-02,Engine issue,9,Operational
EQ-171,OD-001,Loader 171,Loader,Volvo,Vol-5601,2020,29567,2023-05-23,2023-08-17,Electric,0,0,,,6,Operational
EQ-172,JH-001,Roof Bolter 172,Roof Bolter,Tata,Tat-8003,2023,28921,2023-11-20,2024-03-23,Electric,0,4,2023-10-21,Jam,0,Operational
EQ-173,JH-002,Excavator 173,Excavator,Ashok Leyland,Ash-1197,2010,28678,2023-05-17,2023-07-31,Electric,0,3,2023-05-14,Electrical fault,9,Operational
EQ-174,OD-001,Conveyor Belt 174,Conveyor Belt,Komatsu,Kom-6876,2015,12497,2023-09-28,2024-03-07,Diesel,50.71,9,2023-08-31,Jam,0,Operational
EQ-175,JH-001,Excavator 175,Excavator,Tata,Tat-9781,2018,13919,2023-04-13,2023-05-15,Diesel,44.34,0,,,4,Operational
EQ-176,OD-002,Conveyor Belt 176,Conveyor Belt,Sandvik,San-6323,2022,31297,2023-04-08,2023-07-17,Electric,0,7,2023-03-15,Jam,0,Operational
EQ-177,JH-002,Excavator 177,Excavator,Volvo,Vol-2960,2017,32771,2023-01-17,2023-03-22,Electric,0,3,2023-01-04,Engine issue,3,Operational
EQ-178,OD-001,Roof Bolter 178,Roof Bolter,Volvo,Vol-9234,2017,24360,2023-02-19,2023-07-10,Diesel,48.18,2,2023-01-24,Electrical fault,13,Maintenance
EQ-179,OD-001,Conveyor Belt 179,Conveyor Belt,Atlas Copco,Atl-5674,2016,5261,2023-10-27,2024-02-28,Electric,0,7,2023-10-09,Hydraulic leak,0,Operational
EQ-180,OD-002,Loader 180,Loader,Atlas Copco,Atl-7437,2021,13316,2023-05-28,2023-08-03,Electric,0,5,2023-05-10,Jam,13,Operational
EQ-181,JH-002,Loader 181,Loader,Tata,Tat-1534,2015,31093,2023-09-19,2023-11-20,Electric,0,2,2023-09-18,Hydraulic leak,2,Operational
EQ-182,CG-002,Excavator 182,Excavator,Ashok Leyland,Ash-6508,2011,27954,2023-06-18,2023-12-06,Diesel,38.47,4,2023-06-13,Jam,15,Operational
EQ-183,JH-002,Dumper 183,Dumper,Tata,Tat-5675,2017,23506,2023-11-11,2024-01-24,Diesel,39.22,6,2023-10-12,Engine issue,1,Operational
EQ-184,JH-003,Dumper 184,Dumper,Sandvik,San-4834,2017,23545,2023-03-27,2023-08-17,Electric,0,5,2023-03-11,Hydraulic leak,9,Operational
EQ-185,JH-001,Dumper 185,Dumper,Komatsu,Kom-1270,2014,33251,2023-01-28,2023-03-13,Diesel,57.44,2,2023-01-14,Hydraulic leak,6,Operational
EQ-186,CG-001,Conveyor Belt 186,Conveyor Belt,Caterpillar,Cat-2799,2010,29497,2023-02-09,2023-04-29,Diesel,25.44,3,2023-01-29,Jam,9,Operational
EQ-187,JH-003,Compressor 187,Compressor,Volvo,Vol-1199,2020,15813,2023-01-06,2023-02-14,Electric,0,10,2022-12-28,Engine issue,0,Maintenance
EQ-188,CG-001,Loader 188,Loader,Caterpillar,Cat-8702,2021,29893,2023-09-27,2024-02-17,Electric,0,7,2023-08-28,Hydraulic leak,10,Operational
EQ-189,OD-001,Roof Bolter 189,Roof Bolter,Caterpillar,Cat-5689,2014,19777,2023-08-20,2023-10-12,Diesel,31.46,2,2023-07-28,Jam,14,Operational
EQ-190,CG-001,Crusher 190,Crusher,Caterpillar,Cat-4173,2021,27835,2023-09-17,2024-01-28,Diesel,24.27,6,2023-08-27,Hydraulic leak,13,Operational
EQ-191,OD-002,Dumper 191,Dumper,Tata,Tat-7745,2023,14491,2023-02-21,2023-05-28,Electric,0,2,2023-01-25,Hydraulic leak,0,Operational
EQ-192,JH-003,Roof Bolter 192,Roof Bolter,Sandvik,San-5481,2014,19038,2023-04-05,2023-08-20,Electric,0,5,2023-03-14,Electrical fault,11,Operational
EQ-193,OD-001,Drill Rig 193,Drill Rig,Caterpillar,Cat-6210,2018,17697,2023-07-17,2023-11-03,Diesel,27.4,2,2023-06-30,Engine issue,15,Operational
EQ-194,JH-003,Roof Bolter 194,Roof Bolter,Komatsu,Kom-6136,2017,13817,2023-02-24,2023-07-07,Electric,0,3,2023-02-20,Engine issue,13,Operational
EQ-195,JH-003,Roof Bolter 195,Roof Bolter,Atlas Copco,Atl-4120,2013,5246,2023-09-15,2023-12-09,Diesel,41.7,1,2023-08-19,Electrical fault,7,Operational
EQ-196,JH-001,Drill Rig 196,Drill Rig,Volvo,Vol-7530,2017,32466,2023-06-29,2023-11-24,Electric,0,0,,,11,Operational
EQ-197,JH-003,Crusher 197,Crusher,Metso,Met-6530,2022,27662,2023-09-06,2023-11-12,Diesel,21.04,9,2023-08-27,Engine issue,11,Operational
EQ-198,CG-002,Crusher 198,Crusher,Metso,Met-1201,2016,22023,2023-01-12,2023-05-22,Diesel,23.02,4,2023-01-05,Hydraulic leak,2,Maintenance
EQ-199,OD-001,Conveyor Belt 199,Conveyor Belt,Komatsu,Kom-8862,2019,5560,2023-12-27,2024-05-08,Electric,0,2,2023-12-04,Engine issue,14,Operational
EQ-200,JH-002,Roof Bolter 200,Roof Bolter,Ashok Leyland,Ash-1601,2022,9761,2023-04-20,2023-07-26,Diesel,53.44,10,2023-04-04,Hydraulic leak,15,Maintenance
EQ-201,JH-001,Dumper 201,Dumper,Volvo,Vol-5301,2010,13377,2023-12-06,2024-05-21,Diesel,37.41,9,2023-11-11,Electrical fault,2,Maintenance
EQ-202,JH-001,Dumper 202,Dumper,Ashok Leyland,Ash-7607,2022,28795,2023-01-30,2023-04-19,Diesel,22.84,7,2023-01-24,Jam,10,Broken
EQ-203,OD-002,Excavator 203,Excavator,Metso,Met-2341,2022,31277,2023-11-11,2024-04-22,Diesel,35.42,9,2023-10-19,Jam,4,Operational
EQ-204,CG-002,Compressor 204,Compressor,Tata,Tat-9458,2019,16958,2023-03-23,2023-05-21,Diesel,40.73,8,2023-03-03,Hydraulic leak,12,Operational
EQ-205,JH-003,Drill Rig 205,Drill Rig,Caterpillar,Cat-9636,2019,27106,2023-08-13,2024-02-05,Electric,0,6,2023-08-08,Hydraulic leak,11,Operational
EQ-206,JH-003,Dumper 206,Dumper,Atlas Copco,Atl-1832,2010,33406,2023-09-02,2023-11-24,Electric,0,9,2023-08-21,Jam,9,Operational
EQ-207,JH-002,Conveyor Belt 207,Conveyor Belt,Tata,Tat-3617,2018,23191,2023-07-04,2023-11-19,Diesel,27.89,4,2023-06-28,Jam,6,Operational
EQ-208,CG-001,Loader 208,Loader,Tata,Tat-7380,2010,29442,2023-05-27,2023-07-31,Electric,0,9,2023-05-24,Hydraulic leak,5,Operational
EQ-209,JH-003,Roof Bolter 209,Roof Bolter,Ashok Leyland,Ash-7869,2020,31217,2023-09-03,2023-11-15,Diesel,33.7,7,2023-08-25,Electrical fault,3,Operational
EQ-210,CG-001,Compressor 210,Compressor,Tata,Tat-4221,2014,34402,2023-07-07,2023-11-17,Electric,0,8,2023-06-29,Engine issue,7,Operational
EQ-211,OD-002,Dumper 211,Dumper,Komatsu,Kom-3382,2015,19831,2023-05-19,2023-09-05,Diesel,39.42,2,2023-04-30,Jam,0,Operational
EQ-212,CG-001,Drill Rig 212,Drill Rig,Metso,Met-1546,2023,14300,2023-05-02,2023-07-13,Diesel,54.03,4,2023-04-07,Hydraulic leak,6,Operational
EQ-213,JH-002,Drill Rig 213,Drill Rig,Tata,Tat-3375,2018,5141,2023-08-17,2023-10-07,Diesel,24.87,7,2023-08-02,Hydraulic leak,13,Operational
EQ-214,OD-001,Conveyor Belt 214,Conveyor Belt,Caterpillar,Cat-5903,2020,21045,2023-12-17,2024-02-13,Diesel,59.19,5,2023-12-12,Engine issue,7,Operational
EQ-215,JH-003,Drill Rig 215,Drill Rig,Ashok Leyland,Ash-2920,2017,13657,2023-05-25,2023-07-08,Diesel,26.27,10,2023-05-07,Electrical fault,5,Operational
EQ-216,CG-002,Loader 216,Loader,Ashok Leyland,Ash-4944,2017,23328,2023-12-14,2024-01-14,Diesel,48.38,7,2023-11-25,Electrical fault,9,Operational
EQ-217,OD-002,Dumper 217,Dumper,Komatsu,Kom-6332,2014,9967,2023-08-26,2023-12-28,Diesel,46.66,0,,,9,Operational
EQ-218,CG-001,Roof Bolter 218,Roof Bolter,Komatsu,Kom-1864,2011,20563,2023-06-29,2023-11-24,Electric,0,7,2023-06-21,Hydraulic leak,9,Operational
EQ-219,OD-001,Dumper 219,Dumper,Metso,Met-6785,2019,21356,2023-03-14,2023-04-18,Electric,0,2,2023-03-07,Hydraulic leak,13,Operational
EQ-220,CG-001,Excavator 220,Excavator,Sandvik,San-1969,2019,22068,2023-05-29,2023-11-15,Electric,0,7,2023-05-09,Jam,8,Operational
EQ-221,OD-002,Drill Rig 221,Drill Rig,Volvo,Vol-6162,2019,22238,2023-01-14,2023-07-09,Electric,0,5,2022-12-23,Engine issue,10,Operational
EQ-222,CG-002,Drill Rig 222,Drill Rig,Sandvik,San-7689,2017,10909,2023-11-30,2024-02-15,Electric,0,0,,,9,Operational
EQ-223,OD-002,Dumper 223,Dumper,Komatsu,Kom-9653,2017,16589,2023-09-30,2023-12-25,Diesel,40.65,8,2023-09-21,Electrical fault,0,Operational
EQ-224,JH-003,Conveyor Belt 224,Conveyor Belt,Volvo,Vol-7083,2010,32247,2023-07-06,2023-12-05,Diesel,44.14,9,2023-07-03,Hydraulic leak,11,Operational
EQ-225,CG-002,Crusher 225,Crusher,Volvo,Vol-7061,2011,6521,2023-11-08,2024-02-06,Diesel,30.68,4,2023-10-30,Electrical fault,7,Operational
EQ-226,JH-001,Conveyor Belt 226,Conveyor Belt,Volvo,Vol-1633,2022,16404,2023-08-21,2023-11-02,Electric,0,2,2023-08-03,Jam,12,Operational
EQ-227,JH-002,Excavator 227,Excavator,Metso,Met-9150,2015,5674,2023-05-06,2023-10-30,Electric,0,0,,,8,Operational
EQ-228,CG-002,Excavator 228,Excavator,Metso,Met-3987,2011,28631,2023-12-01,2024-03-19,Diesel,35.78,4,2023-11-16,Jam,4,Operational
EQ-229,JH-002,Roof Bolter 229,Roof Bolter,Metso,Met-3345,2015,25976,2023-07-11,2023-10-03,Diesel,51.25,8,2023-07-02,Jam,6,Operational
EQ-230,OD-001,Crusher 230,Crusher,Caterpillar,Cat-7641,2010,10326,2023-10-01,2024-02-15,Diesel,25.8,4,2023-09-29,Engine issue,14,Operational
EQ-231,OD-001,Loader 231,Loader,Sandvik,San-5141,2014,21778,2023-05-26,2023-07-02,Electric,0,0,,,5,Operational
EQ-232,OD-002,Compressor 232,Compressor,Ashok Leyland,Ash-8516,2011,29884,2023-08-10,2023-10-17,Electric,0,9,2023-08-03,Engine issue,12,Operational
EQ-233,OD-002,Excavator 233,Excavator,Volvo,Vol-7595,2021,17973,2023-05-24,2023-07-14,Diesel,36.59,4,2023-05-14,Jam,1,Operational
EQ-234,CG-001,Crusher 234,Crusher,Metso,Met-8003,2017,5379,2023-03-01,2023-03-31,Electric,0,10,2023-02-19,Engine issue,3,Operational
EQ-235,JH-002,Conveyor Belt 235,Conveyor Belt,Atlas Copco,Atl-5650,2015,27580,2023-08-07,2023-09-25,Electric,0,1,2023-07-25,Engine issue,6,Operational
EQ-236,OD-002,Crusher 236,Crusher,Tata,Tat-4198,2022,15858,2023-01-03,2023-02-02,Electric,0,1,2022-12-14,Jam,10,Operational
EQ-237,OD-001,Roof Bolter 237,Roof Bolter,Tata,Tat-6676,2011,5441,2023-04-28,2023-08-26,Diesel,57.39,0,,,1,Operational
EQ-238,JH-003,Loader 238,Loader,Ashok Leyland,Ash-9715,2017,26837,2023-05-16,2023-08-29,Diesel,26.8,9,2023-05-11,Electrical fault,15,Operational
EQ-239,CG-001,Dumper 239,Dumper,Sandvik,San-8210,2018,30879,2023-12-19,2024-05-23,Diesel,42.1,2,2023-11-22,Electrical fault,2,Maintenance
EQ-240,JH-002,Loader 240,Loader,Atlas Copco,Atl-6831,2021,34804,2023-10-05,2023-12-11,Electric,0,7,2023-09-12,Electrical fault,3,Maintenance
EQ-241,JH-003,Conveyor Belt 241,Conveyor Belt,Sandvik,San-7300,2014,25430,2023-05-06,2023-08-10,Electric,0,1,2023-04-28,Electrical fault,5,Operational
EQ-242,CG-001,Dumper 242,Dumper,Tata,Tat-5133,2017,8086,2023-06-07,2023-09-02,Diesel,49.66,0,,,12,Operational
EQ-243,OD-002,Loader 243,Loader,Caterpillar,Cat-9362,2017,21470,2023-09-17,2023-12-18,Electric,0,3,2023-09-06,Electrical fault,13,Operational
EQ-244,CG-002,Loader 244,Loader,Caterpillar,Cat-9533,2010,5957,2023-07-24,2023-09-23,Diesel,44.52,0,,,10,Operational
EQ-245,JH-003,Excavator 245,Excavator,Ashok Leyland,Ash-9381,2023,23071,2023-02-14,2023-06-04,Diesel,40.14,10,2023-01-29,Engine issue,13,Operational
EQ-246,CG-001,Dumper 246,Dumper,Atlas Copco,Atl-9700,2010,13241,2023-03-09,2023-07-24,Diesel,44.11,2,2023-03-02,Jam,6,Operational
EQ-247,JH-003,Loader 247,Loader,Volvo,Vol-4275,2021,18760,2023-05-28,2023-10-13,Diesel,37.12,0,,,3,Maintenance
EQ-248,CG-001,Conveyor Belt 248,Conveyor Belt,Caterpillar,Cat-2427,2022,16508,2023-10-10,2024-01-17,Diesel,28.2,0,,,5,Operational
EQ-249,CG-001,Conveyor Belt 249,Conveyor Belt,Sandvik,San-9250,2017,28762,2023-06-05,2023-11-13,Electric,0,0,,,1,Operational
EQ-250,CG-002,Compressor 250,Compressor,Metso,Met-2350,2012,31729,2023-10-29,2024-01-05,Diesel,51.5,10,2023-10-22,Electrical fault,5,Maintenance
EQ-251,JH-001,Drill Rig 251,Drill Rig,Sandvik,San-9143,2019,26252,2023-04-13,2023-07-12,Diesel,52.62,5,2023-04-02,Hydraulic leak,6,Operational
EQ-252,CG-002,Drill Rig 252,Drill Rig,Caterpillar,Cat-2238,2023,26739,2023-01-05,2023-06-24,Diesel,30.76,4,2023-01-01,Engine issue,8,Maintenance
EQ-253,CG-001,Loader 253,Loader,Tata,Tat-2174,2023,19381,2023-05-06,2023-10-29,Diesel,50.25,0,,,10,Operational
EQ-254,JH-001,Roof Bolter 254,Roof Bolter,Sandvik,San-7345,2014,6106,2023-01-17,2023-03-09,Electric,0,4,2023-01-09,Electrical fault,5,Maintenance
EQ-255,JH-001,Crusher 255,Crusher,Sandvik,San-8956,2020,25870,2023-09-09,2024-02-01,Electric,0,9,2023-08-18,Engine issue,10,Operational
EQ-256,OD-001,Roof Bolter 256,Roof Bolter,Atlas Copco,Atl-3960,2011,28965,2023-12-17,2024-04-04,Diesel,39.53,0,,,10,Maintenance
EQ-257,OD-001,Roof Bolter 257,Roof Bolter,Sandvik,San-2827,2010,28376,2023-02-13,2023-05-08,Diesel,42.74,1,2023-02-05,Engine issue,6,Operational
EQ-258,JH-002,Compressor 258,Compressor,Komatsu,Kom-1733,2019,6781,2023-09-23,2023-12-06,Diesel,56.29,1,2023-09-13,Jam,3,Operational
EQ-259,JH-002,Compressor 259,Compressor,Volvo,Vol-3853,2021,22808,2023-08-23,2023-11-09,Electric,0,4,2023-07-31,Jam,15,Operational
EQ-260,OD-001,Compressor 260,Compressor,Metso,Met-5345,2012,28515,2023-10-14,2024-03-15,Electric,0,5,2023-09-14,Jam,0,Operational
EQ-261,JH-002,Drill Rig 261,Drill Rig,Atlas Copco,Atl-8506,2010,18756,2023-02-17,2023-06-11,Electric,0,6,2023-02-03,Hydraulic leak,10,Maintenance
EQ-262,JH-001,Crusher 262,Crusher,Sandvik,San-8481,2010,19096,2023-06-09,2023-08-06,Electric,0,0,,,1,Operational
EQ-263,JH-002,Compressor 263,Compressor,Volvo,Vol-7280,2012,12073,2023-03-09,2023-05-19,Electric,0,1,2023-02-10,Hydraulic leak,1,Operational
EQ-264,CG-002,Compressor 264,Compressor,Atlas Copco,Atl-9525,2016,27097,2023-09-07,2024-01-13,Diesel,30.33,8,2023-08-27,Hydraulic leak,4,Operational
EQ-265,JH-001,Roof Bolter 265,Roof Bolter,Tata,Tat-7667,2023,18978,2023-11-22,2024-03-24,Diesel,57.59,9,2023-11-15,Engine issue,14,Operational
EQ-266,CG-002,Loader 266,Loader,Caterpillar,Cat-6696,2017,24571,2023-08-11,2023-10-02,Diesel,22.2,2,2023-07-24,Jam,12,Operational
EQ-267,JH-003,Compressor 267,Compressor,Volvo,Vol-1617,2021,5253,2023-01-06,2023-04-18,Electric,0,9,2022-12-09,Hydraulic leak,6,Operational
EQ-268,JH-001,Dumper 268,Dumper,Caterpillar,Cat-5683,2014,10702,2023-01-31,2023-07-29,Diesel,31.24,7,2023-01-09,Engine issue,5,Operational
EQ-269,JH-002,Drill Rig 269,Drill Rig,Atlas Copco,Atl-6938,2018,9967,2023-06-06,2023-07-26,Electric,0,2,2023-05-08,Hydraulic leak,1,Operational
EQ-270,CG-001,Crusher 270,Crusher,Sandvik,San-3606,2017,17774,2023-05-27,2023-07-16,Diesel,43.17,4,2023-05-03,Engine issue,5,Operational
EQ-271,OD-002,Excavator 271,Excavator,Tata,Tat-1121,2015,19707,2023-06-14,2023-12-08,Diesel,36.55,3,2023-06-03,Electrical fault,10,Operational
EQ-272,CG-002,Conveyor Belt 272,Conveyor Belt,Tata,Tat-2544,2014,30504,2023-06-09,2023-07-15,Electric,0,4,2023-05-18,Jam,7,Operational
EQ-273,CG-002,Compressor 273,Compressor,Komatsu,Kom-8801,2016,5451,2023-02-04,2023-06-08,Electric,0,8,2023-01-27,Electrical fault,6,Operational
EQ-274,JH-002,Compressor 274,Compressor,Atlas Copco,Atl-3268,2022,22187,2023-08-03,2023-10-23,Electric,0,3,2023-07-05,Hydraulic leak,3,Maintenance
EQ-275,OD-002,Dumper 275,Dumper,Atlas Copco,Atl-2402,2020,25034,2023-03-02,2023-07-04,Diesel,35.16,1,2023-02-18,Electrical fault,14,Operational
EQ-276,JH-003,Crusher 276,Crusher,Komatsu,Kom-2119,2019,5243,2023-08-27,2024-01-25,Diesel,29.98,2,2023-08-25,Electrical fault,5,Operational
EQ-277,CG-002,Conveyor Belt 277,Conveyor Belt,Sandvik,San-7522,2015,32133,2023-04-06,2023-05-28,Diesel,36.54,1,2023-03-07,Engine issue,15,Operational
EQ-278,CG-001,Crusher 278,Crusher,Ashok Leyland,Ash-5099,2013,12187,2023-03-09,2023-06-23,Diesel,39.78,7,2023-02-20,Electrical fault,6,Broken
EQ-279,OD-002,Excavator 279,Excavator,Ashok Leyland,Ash-8716,2016,28149,2023-06-21,2023-11-06,Diesel,25.86,10,2023-06-13,Electrical fault,2,Operational
EQ-280,JH-003,Drill Rig 280,Drill Rig,Ashok Leyland,Ash-2731,2016,20468,2023-03-27,2023-06-20,Electric,0,10,2023-03-21,Engine issue,4,Maintenance
EQ-281,JH-002,Loader 281,Loader,Ashok Leyland,Ash-1613,2017,25870,2023-07-13,2023-08-15,Electric,0,1,2023-06-20,Hydraulic leak,2,Operational
EQ-282,OD-002,Excavator 282,Excavator,Atlas Copco,Atl-1090,2023,12991,2023-03-05,2023-07-12,Electric,0,9,2023-02-28,Hydraulic leak,6,Operational
EQ-283,CG-001,Loader 283,Loader,Caterpillar,Cat-7049,2011,12143,2023-04-02,2023-05-13,Electric,0,10,2023-03-04,Engine issue,0,Operational
EQ-284,JH-002,Roof Bolter 284,Roof Bolter,Sandvik,San-8352,2011,25173,2023-08-11,2023-11-08,Electric,0,3,2023-07-17,Electrical fault,8,Operational
EQ-285,JH-002,Loader 285,Loader,Komatsu,Kom-9466,2018,28061,2023-03-24,2023-05-12,Electric,0,10,2023-03-15,Hydraulic leak,15,Operational
EQ-286,OD-001,Conveyor Belt 286,Conveyor Belt,Ashok Leyland,Ash-5792,2022,14226,2023-01-21,2023-05-11,Electric,0,6,2023-01-17,Jam,10,Operational
EQ-287,JH-001,Excavator 287,Excavator,Volvo,Vol-1633,2016,29582,2023-07-30,2023-11-30,Diesel,38.84,3,2023-07-15,Hydraulic leak,5,Operational
EQ-288,JH-002,Roof Bolter 288,Roof Bolter,Tata,Tat-7683,2016,15228,2023-03-24,2023-04-28,Electric,0,7,2023-03-03,Jam,12,Maintenance
EQ-289,CG-002,Roof Bolter 289,Roof Bolter,Tata,Tat-7810,2014,15292,2023-08-02,2023-09-22,Electric,0,9,2023-07-25,Hydraulic leak,6,Operational
EQ-290,JH-001,Crusher 290,Crusher,Komatsu,Kom-3915,2013,24973,2023-02-26,2023-07-31,Electric,0,7,2023-01-30,Engine issue,6,Operational
EQ-291,CG-002,Crusher 291,Crusher,Sandvik,San-9232,2013,22932,2023-02-08,2023-06-26,Diesel,58.78,1,2023-01-17,Electrical fault,14,Operational
EQ-292,JH-003,Loader 292,Loader,Metso,Met-9968,2012,29822,2023-07-16,2023-10-28,Diesel,55.67,8,2023-06-28,Engine issue,3,Operational
EQ-293,CG-001,Dumper 293,Dumper,Komatsu,Kom-5577,2023,20792,2023-09-22,2024-02-03,Electric,0,3,2023-09-13,Electrical fault,0,Operational
EQ-294,CG-001,Compressor 294,Compressor,Atlas Copco,Atl-8410,2012,9327,2023-11-16,2024-02-26,Electric,0,4,2023-10-20,Engine issue,3,Operational
EQ-295,CG-002,Loader 295,Loader,Atlas Copco,Atl-3280,2015,22582,2023-05-14,2023-10-22,Diesel,53.54,6,2023-05-01,Jam,11,Operational
EQ-296,OD-001,Compressor 296,Compressor,Sandvik,San-3784,2017,28576,2023-06-10,2023-08-21,Diesel,58.59,9,2023-06-02,Engine issue,2,Operational
EQ-297,OD-001,Dumper 297,Dumper,Volvo,Vol-4544,2014,33052,2023-12-24,2024-02-07,Diesel,45.37,6,2023-11-28,Hydraulic leak,11,Operational
EQ-298,JH-003,Conveyor Belt 298,Conveyor Belt,Caterpillar,Cat-2883,2021,22332,2023-08-25,2023-12-11,Diesel,43.35,5,2023-07-26,Engine issue,6,Operational
EQ-299,JH-003,Drill Rig 299,Drill Rig,Komatsu,Kom-5942,2023,6343,2023-03-24,2023-06-03,Diesel,42.34,6,2023-02-25,Electrical fault,3,Operational
EQ-300,JH-001,Compressor 300,Compressor,Metso,Met-8733,2022,17302,2023-10-30,2024-01-13,Electric,0,8,2023-09-30,Hydraulic leak,15,Operational
EQ-301,CG-001,Compressor 301,Compressor,Komatsu,Kom-9471,2012,11442,2023-06-15,2023-10-30,Electric,0,2,2023-05-21,Engine issue,14,Operational
EQ-302,CG-002,Loader 302,Loader,Metso,Met-9710,2015,28405,2023-03-25,2023-08-19,Electric,0,2,2023-02-24,Engine issue,7,Operational
EQ-303,OD-002,Crusher 303,Crusher,Ashok Leyland,Ash-7271,2016,25202,2023-11-12,2023-12-27,Diesel,20.3,9,2023-11-01,Hydraulic leak,13,Operational
EQ-304,JH-003,Roof Bolter 304,Roof Bolter,Sandvik,San-4313,2023,11445,2023-06-20,2023-11-13,Diesel,32.05,6,2023-05-21,Engine issue,14,Operational
EQ-305,CG-002,Excavator 305,Excavator,Volvo,Vol-1397,2023,21582,2023-12-06,2024-03-19,Electric,0,10,2023-11-17,Engine issue,5,Operational
EQ-306,OD-002,Conveyor Belt 306,Conveyor Belt,Sandvik,San-6987,2021,15112,2023-02-07,2023-03-21,Electric,0,5,2023-01-30,Engine issue,5,Operational
EQ-307,JH-002,Excavator 307,Excavator,Metso,Met-3627,2011,5520,2023-06-06,2023-11-14,Diesel,29.02,10,2023-06-04,Jam,5,Operational
EQ-308,JH-003,Conveyor Belt 308,Conveyor Belt,Caterpillar,Cat-8971,2014,5403,2023-12-12,2024-04-13,Diesel,46.53,8,2023-11-23,Electrical fault,4,Operational
EQ-309,CG-001,Excavator 309,Excavator,Metso,Met-3569,2012,22206,2023-04-11,2023-08-28,Electric,0,8,2023-03-29,Electrical fault,5,Operational
EQ-310,JH-003,Loader 310,Loader,Atlas Copco,Atl-1650,2018,29146,2023-03-06,2023-04-23,Diesel,22.43,1,2023-02-20,Electrical fault,2,Maintenance
EQ-311,OD-002,Drill Rig 311,Drill Rig,Sandvik,San-8126,2018,26970,2023-02-22,2023-06-03,Electric,0,1,2023-02-16,Engine issue,13,Operational
EQ-312,CG-002,Drill Rig 312,Drill Rig,Ashok Leyland,Ash-4124,2015,8476,2023-05-17,2023-11-08,Diesel,22.11,4,2023-05-08,Hydraulic leak,3,Operational
EQ-313,JH-002,Roof Bolter 313,Roof Bolter,Ashok Leyland,Ash-7407,2022,15370,2023-12-08,2024-03-24,Electric,0,5,2023-11-25,Hydraulic leak,15,Operational
EQ-314,CG-001,Excavator 314,Excavator,Komatsu,Kom-6679,2013,31113,2023-06-11,2023-08-16,Electric,0,9,2023-05-27,Engine issue,8,Operational
EQ-315,OD-002,Roof Bolter 315,Roof Bolter,Komatsu,Kom-8354,2017,34714,2023-08-12,2023-11-24,Electric,0,3,2023-07-14,Electrical fault,7,Operational
EQ-316,OD-002,Excavator 316,Excavator,Atlas Copco,Atl-4641,2021,24902,2023-11-16,2024-04-25,Electric,0,0,,,15,Maintenance
EQ-317,JH-003,Roof Bolter 317,Roof Bolter,Komatsu,Kom-4857,2010,32593,2023-06-30,2023-12-22,Electric,0,6,2023-06-27,Jam,0,Operational
EQ-318,OD-001,Conveyor Belt 318,Conveyor Belt,Volvo,Vol-4525,2019,11431,2023-10-15,2024-02-11,Electric,0,7,2023-09-26,Engine issue,1,Operational
EQ-319,CG-001,Conveyor Belt 319,Conveyor Belt,Metso,Met-8023,2019,17001,2023-06-15,2023-08-09,Diesel,23.76,2,2023-06-01,Hydraulic leak,5,Operational
EQ-320,JH-002,Loader 320,Loader,Tata,Tat-7252,2011,20333,2023-06-04,2023-07-17,Electric,0,7,2023-05-08,Engine issue,4,Operational
EQ-321,JH-003,Loader 321,Loader,Volvo,Vol-2703,2021,15034,2023-08-07,2024-01-23,Electric,0,3,2023-08-05,Engine issue,11,Operational
