document_id,mine_id,document_type,document_number,issue_date,expiry_date,issuing_authority,ocr_text_status,verification_status,file_path,file_size_kb,uploaded_by,uploaded_date
DOC-00569,OD-002,Audit Report,Aud-0569-2023,2022-12-21,2026-12-20,CPCB,Extracted,Verified,/documents/audit_report/OD-002/0569.pdf,865,Rajesh Kumar,2023-01-04 00:00:00
DOC-00570,JH-002,Environmental Clearance,Env-0570-2023,2023-02-27,2025-02-26,State PCB,Extracted,Expired,/documents/environmental_clearance/JH-002/0570.pdf,928,Amit Patel,2023-03-17 00:00:00
DOC-00571,OD-002,Audit Report,Aud-0571-2023,2023-03-19,2025-03-18,DGMS,Extracted,Expired,/documents/audit_report/OD-002/0571.pdf,2477,Sita Devi,2023-04-01 00:00:00
DOC-00572,,Mining Lease,Min-0572-2023,2023-06-07,2027-06-06,State PCB,Extracted,Verified,/documents/mining_lease/global/0572.pdf,2602,Rajesh Kumar,2023-06-10 00:00:00
DOC-00573,OD-002,Safety Certificate,Saf-0573-2023,2023-02-08,2028-02-07,CPCB,Extracted,Verified,/documents/safety_certificate/OD-002/0573.pdf,3228,Amit Patel,2023-03-04 00:00:00
DOC-00574,JH-003,Explosives Licence,Exp-0574-2023,2022-11-20,2026-11-19,State PCB,Extracted,Verified,/documents/explosives_licence/JH-003/0574.pdf,3524,Amit Patel,2022-11-28 00:00:00
DOC-00575,,Audit Report,Aud-0575-2023,2022-03-04,2023-03-04,State PCB,Extracted,Expired,/documents/audit_report/global/0575.pdf,1020,Amit Patel,2022-03-15 00:00:00
DOC-00576,JH-003,Mining Lease,Min-0576-2023,2022-11-16,2024-11-15,DGMS,Extracted,Expired,/documents/mining_lease/JH-003/0576.pdf,2016,Rajesh Kumar,2022-12-02 00:00:00
DOC-00577,OD-001,Insurance Certificate,Ins-0577-2023,2023-03-02,2024-03-01,DGMS,Extracted,Expired,/documents/insurance_certificate/OD-001/0577.pdf,3919,Rajesh Kumar,2023-03-27 00:00:00
DOC-00578,JH-003,Fire Safety Certificate,Fir-0578-2023,2022-11-22,2026-11-21,DGMS,Extracted,Verified,/documents/fire_safety_certificate/JH-003/0578.pdf,2778,Amit Patel,2022-11-29 00:00:00
DOC-00579,CG-001,Training Certificate,Tra-0579-2023,2022-04-29,2023-04-29,Insurance Company,Extracted,Expired,/documents/training_certificate/CG-001/0579.pdf,1636,Amit Patel,2022-05-21 00:00:00
DOC-00580,CG-002,Fire Safety Certificate,Fir-0580-2023,2023-02-10,2024-02-10,State Government,Extracted,Expired,/documents/fire_safety_certificate/CG-002/0580.pdf,4893,Amit Patel,2023-02-12 00:00:00
DOC-00581,CG-001,Audit Report,Aud-0581-2023,2022-05-25,2027-05-24,CPCB,Extracted,Verified,/documents/audit_report/CG-001/0581.pdf,4375,Amit Patel,2022-06-11 00:00:00
DOC-00582,OD-002,Fire Safety Certificate,Fir-0582-2023,2023-02-20,2024-02-20,DGMS,Pending,Expired,/documents/fire_safety_certificate/OD-002/0582.pdf,3946,Rajesh Kumar,2023-02-28 00:00:00
DOC-00583,CG-002,Audit Report,Aud-0583-2023,2022-11-23,2023-11-23,State Government,Extracted,Expired,/documents/audit_report/CG-002/0583.pdf,4153,Rajesh Kumar,2022-12-06 00:00:00
DOC-00584,JH-002,Safety Certificate,Saf-0584-2023,2023-06-05,2025-06-04,CPCB,Extracted,Expired,/documents/safety_certificate/JH-002/0584.pdf,1768,Sita Devi,2023-06-15 00:00:00
DOC-00585,JH-002,Insurance Certificate,Ins-0585-2023,2022-10-28,2027-10-27,DGMS,Pending,Verified,/documents/insurance_certificate/JH-002/0585.pdf,3166,Rajesh Kumar,2022-11-03 00:00:00
DOC-00586,JH-003,First Aid Certificate,Fir-0586-2023,2023-04-13,2028-04-11,State PCB,Extracted,Verified,/documents/first_aid_certificate/JH-003/0586.pdf,3742,Amit Patel,2023-04-25 00:00:00
DOC-00587,JH-002,Mining Lease,Min-0587-2023,2023-06-11,2024-06-10,CPCB,Failed,Expired,/documents/mining_lease/JH-002/0587.pdf,4287,Rajesh Kumar,2023-06-14 00:00:00
DOC-00588,OD-001,Training Certificate,Tra-0588-2023,2022-01-08,2026-01-07,State Government,Extracted,Expired,/documents/training_certificate/OD-001/0588.pdf,4604,Rajesh Kumar,2022-01-20 00:00:00
DOC-00589,CG-002,Explosives Licence,Exp-0589-2023,2022-12-22,2025-12-21,CPCB,Pending,Expired,/documents/explosives_licence/CG-002/0589.pdf,820,Sita Devi,2022-12-26 00:00:00
DOC-00590,JH-001,Fire Safety Certificate,Fir-0590-2023,2022-08-29,2025-08-28,State Government,Extracted,Expired,/documents/fire_safety_certificate/JH-001/0590.pdf,2097,Amit Patel,2022-09-14 00:00:00
DOC-00591,JH-001,Fire Safety Certificate,Fir-0591-2023,2022-12-02,2023-12-02,CPCB,Extracted,Expired,/documents/fire_safety_certificate/JH-001/0591.pdf,3802,Amit Patel,2022-12-06 00:00:00
DOC-00592,OD-001,First Aid Certificate,Fir-0592-2023,2023-02-21,2025-02-20,CPCB,Pending,Expired,/documents/first_aid_certificate/OD-001/0592.pdf,1883,Rajesh Kumar,2023-03-20 00:00:00
DOC-00593,CG-001,Insurance Certificate,Ins-0593-2023,2022-07-07,2025-07-06,DGMS,Extracted,Expired,/documents/insurance_certificate/CG-001/0593.pdf,4354,Sita Devi,2022-07-22 00:00:00
DOC-00594,OD-002,Training Certificate,Tra-0594-2023,2023-10-29,2027-10-28,Insurance Company,Extracted,Verified,/documents/training_certificate/OD-002/0594.pdf,3751,Amit Patel,2023-11-23 00:00:00
DOC-00595,CG-002,Audit Report,Aud-0595-2023,2022-02-05,2023-02-05,DGMS,Extracted,Expired,/documents/audit_report/CG-002/0595.pdf,4788,Amit Patel,2022-02-17 00:00:00
DOC-00596,OD-002,First Aid Certificate,Fir-0596-2023,2022-06-09,2026-06-08,CPCB,Failed,Expired,/documents/first_aid_certificate/OD-002/0596.pdf,4198,Sita Devi,2022-07-07 00:00:00
DOC-00597,OD-001,Training Certificate,Tra-0597-2023,2022-01-04,2027-01-03,State PCB,Pending,Verified,/documents/training_certificate/OD-001/0597.pdf,3368,Sita Devi,2022-01-31 00:00:00
DOC-00598,CG-002,First Aid Certificate,Fir-0598-2023,2022-05-09,2025-05-08,CPCB,Extracted,Expired,/documents/first_aid_certificate/CG-002/0598.pdf,2166,Sita Devi,2022-05-21 00:00:00
DOC-00599,JH-003,First Aid Certificate,Fir-0599-2023,2022-11-21,2023-11-21,Insurance Company,Extracted,Expired,/documents/first_aid_certificate/JH-003/0599.pdf,3595,Amit Patel,2022-12-02 00:00:00
DOC-00600,JH-002,Training Certificate,Tra-0600-2023,2023-06-17,2026-06-16,State PCB,Extracted,Expired,/documents/training_certificate/JH-002/0600.pdf,1515,Rajesh Kumar,2023-07-15 00:00:00
DOC-00601,JH-003,Fire Safety Certificate,Fir-0601-2023,2023-12-18,2028-12-16,Insurance Company,Extracted,Verified,/documents/fire_safety_certificate/JH-003/0601.pdf,3743,Amit Patel,2024-01-05 00:00:00
DOC-00602,CG-001,Insurance Certificate,Ins-0602-2023,2022-07-18,2024-07-17,State PCB,Extracted,Expired,/documents/insurance_certificate/CG-001/0602.pdf,2083,Rajesh Kumar,2022-07-28 00:00:00
DOC-00603,CG-002,Insurance Certificate,Ins-0603-2023,2022-07-18,2027-07-17,CPCB,Pending,Verified,/documents/insurance_certificate/CG-002/0603.pdf,2265,Amit Patel,2022-07-23 00:00:00
DOC-00604,JH-003,Fire Safety Certificate,Fir-0604-2023,2022-03-22,2027-03-21,Insurance Company,Extracted,Verified,/documents/fire_safety_certificate/JH-003/0604.pdf,1899,Amit Patel,2022-04-14 00:00:00
DOC-00605,OD-002,Explosives Licence,Exp-0605-2023,2022-11-14,2026-11-13,State Government,Extracted,Verified,/documents/explosives_licence/OD-002/0605.pdf,4182,Amit Patel,2022-12-06 00:00:00
DOC-00606,OD-002,Audit Report,Aud-0606-2023,2023-08-08,2028-08-06,State Government,Extracted,Verified,/documents/audit_report/OD-002/0606.pdf,4756,Rajesh Kumar,2023-08-20 00:00:00
DOC-00607,JH-001,Mining Lease,Min-0607-2023,2023-09-13,2025-09-12,CPCB,Failed,Expired,/documents/mining_lease/JH-001/0607.pdf,4881,Rajesh Kumar,2023-10-07 00:00:00
DOC-00608,JH-003,Audit Report,Aud-0608-2023,2023-04-30,2025-04-29,Insurance Company,Extracted,Expired,/documents/audit_report/JH-003/0608.pdf,1254,Sita Devi,2023-05-12 00:00:00
DOC-00609,OD-001,Safety Certificate,Saf-0609-2023,2023-04-24,2028-04-22,State Government,Extracted,Verified,/documents/safety_certificate/OD-001/0609.pdf,3836,Amit Patel,2023-04-25 00:00:00
DOC-00610,JH-003,Explosives Licence,Exp-0610-2023,2022-11-13,2025-11-12,DGMS,Extracted,Expired,/documents/explosives_licence/JH-003/0610.pdf,1668,Amit Patel,2022-12-13 00:00:00
DOC-00611,JH-003,Training Certificate,Tra-0611-2023,2023-08-14,2026-08-13,State Government,Extracted,Expired,/documents/training_certificate/JH-003/0611.pdf,1987,Amit Patel,2023-09-10 00:00:00
DOC-00612,JH-001,Mining Lease,Min-0612-2023,2023-04-25,2028-04-23,State Government,Extracted,Verified,/documents/mining_lease/JH-001/0612.pdf,2339,Rajesh Kumar,2023-05-03 00:00:00
DOC-00613,OD-002,Explosives Licence,Exp-0613-2023,2022-01-18,2023-01-18,CPCB,Extracted,Expired,/documents/explosives_licence/OD-002/0613.pdf,1086,Sita Devi,2022-02-10 00:00:00
DOC-00614,JH-001,Mining Lease,Min-0614-2023,2022-12-03,2023-12-03,Insurance Company,Extracted,Expired,/documents/mining_lease/JH-001/0614.pdf,4979,Sita Devi,2022-12-17 00:00:00
DOC-00615,JH-003,Fire Safety Certificate,Fir-0615-2023,2023-12-13,2025-12-12,CPCB,Pending,Expired,/documents/fire_safety_certificate/JH-003/0615.pdf,3538,Rajesh Kumar,2024-01-04 00:00:00
DOC-00616,CG-002,Training Certificate,Tra-0616-2023,2022-04-21,2025-04-20,DGMS,Pending,Expired,/documents/training_certificate/CG-002/0616.pdf,1684,Sita Devi,2022-05-05 00:00:00
DOC-00617,OD-002,Explosives Licence,Exp-0617-2023,2022-07-06,2026-07-05,State Government,Extracted,Expired,/documents/explosives_licence/OD-002/0617.pdf,2637,Rajesh Kumar,2022-07-31 00:00:00
DOC-00618,CG-001,Safety Certificate,Saf-0618-2023,2023-06-12,2026-06-11,Insurance Company,Extracted,Expired,/documents/safety_certificate/CG-001/0618.pdf,4444,Amit Patel,2023-07-07 00:00:00
DOC-00619,JH-003,Fire Safety Certificate,Fir-0619-2023,2023-05-14,2025-05-13,State PCB,Extracted,Expired,/documents/fire_safety_certificate/JH-003/0619.pdf,3776,Rajesh Kumar,2023-05-30 00:00:00
DOC-00620,CG-002,Mining Lease,Min-0620-2023,2022-03-21,2024-03-20,State Government,Extracted,Expired,/documents/mining_lease/CG-002/0620.pdf,1567,Rajesh Kumar,2022-03-26 00:00:00
DOC-00621,JH-001,Explosives Licence,Exp-0621-2023,2022-02-04,2027-02-03,CPCB,Extracted,Verified,/documents/explosives_licence/JH-001/0621.pdf,4344,Amit Patel,2022-02-05 00:00:00
DOC-00622,JH-002,Explosives Licence,Exp-0622-2023,2022-03-11,2025-03-10,DGMS,Failed,Expired,/documents/explosives_licence/JH-002/0622.pdf,2863,Amit Patel,2022-03-14 00:00:00
DOC-00623,OD-002,First Aid Certificate,Fir-0623-2023,2023-04-21,2025-04-20,State PCB,Extracted,Expired,/documents/first_aid_certificate/OD-002/0623.pdf,4588,Sita Devi,2023-04-30 00:00:00
DOC-00624,OD-001,Environmental Clearance,Env-0624-2023,2022-02-14,2026-02-13,Insurance Company,Pending,Expired,/documents/environmental_clearance/OD-001/0624.pdf,643,Sita Devi,2022-02-28 00:00:00
DOC-00625,JH-001,Audit Report,Aud-0625-2023,2022-06-30,2023-06-30,Insurance Company,Extracted,Expired,/documents/audit_report/JH-001/0625.pdf,886,Sita Devi,2022-07-28 00:00:00
DOC-00626,JH-001,Training Certificate,Tra-0626-2023,2022-08-14,2026-08-13,DGMS,Extracted,Expired,/documents/training_certificate/JH-001/0626.pdf,3140,Rajesh Kumar,2022-08-29 00:00:00
DOC-00627,CG-001,First Aid Certificate,Fir-0627-2023,2022-11-05,2023-11-05,DGMS,Extracted,Expired,/documents/first_aid_certificate/CG-001/0627.pdf,4886,Amit Patel,2022-11-22 00:00:00
DOC-00628,OD-002,Mining Lease,Min-0628-2023,2022-02-15,2026-02-14,State PCB,Extracted,Expired,/documents/mining_lease/OD-002/0628.pdf,2859,Sita Devi,2022-03-14 00:00:00
DOC-00629,,Audit Report,Aud-0629-2023,2023-11-06,2026-11-05,Insurance Company,Extracted,Verified,/documents/audit_report/global/0629.pdf,2799,Sita Devi,2023-11-28 00:00:00
DOC-00630,OD-001,Mining Lease,Min-0630-2023,2022-09-22,2024-09-21,State Government,Extracted,Expired,/documents/mining_lease/OD-001/0630.pdf,1842,Amit Patel,2022-10-16 00:00:00
DOC-00631,JH-003,Fire Safety Certificate,Fir-0631-2023,2022-11-25,2024-11-24,DGMS,Extracted,Expired,/documents/fire_safety_certificate/JH-003/0631.pdf,3459,Amit Patel,2022-12-14 00:00:00
DOC-00632,JH-001,Explosives Licence,Exp-0632-2023,2022-09-30,2024-09-29,CPCB,Failed,Expired,/documents/explosives_licence/JH-001/0632.pdf,4443,Sita Devi,2022-10-28 00:00:00
DOC-00633,CG-002,Insurance Certificate,Ins-0633-2023,2023-03-16,2028-03-14,CPCB,Extracted,Pending,/documents/insurance_certificate/CG-002/0633.pdf,892,Sita Devi,2023-03-25 00:00:00
DOC-00634,CG-002,Explosives Licence,Exp-0634-2023,2023-07-02,2027-07-01,State PCB,Extracted,Verified,/documents/explosives_licence/CG-002/0634.pdf,4434,Amit Patel,2023-07-11 00:00:00
DOC-00635,OD-001,Explosives Licence,Exp-0635-2023,2023-03-15,2028-03-13,Insurance Company,Extracted,Verified,/documents/explosives_licence/OD-001/0635.pdf,507,Rajesh Kumar,2023-03-26 00:00:00
DOC-00636,OD-002,Insurance Certificate,Ins-0636-2023,2022-03-29,2025-03-28,DGMS,Pending,Expired,/documents/insurance_certificate/OD-002/0636.pdf,4306,Rajesh Kumar,2022-04-26 00:00:00
DOC-00637,CG-002,Environmental Clearance,Env-0637-2023,2023-09-03,2025-09-02,State Government,Extracted,Expired,/documents/environmental_clearance/CG-002/0637.pdf,3410,Rajesh Kumar,2023-09-11 00:00:00
DOC-00638,OD-002,Insurance Certificate,Ins-0638-2023,2023-12-13,2025-12-12,State PCB,Pending,Expired,/documents/insurance_certificate/OD-002/0638.pdf,4764,Rajesh Kumar,2024-01-04 00:00:00
DOC-00639,JH-002,Safety Certificate,Saf-0639-2023,2023-12-29,2025-12-28,State PCB,Extracted,Expired,/documents/safety_certificate/JH-002/0639.pdf,2007,Amit Patel,2024-01-17 00:00:00
DOC-00640,CG-002,Training Certificate,Tra-0640-2023,2022-03-16,2026-03-15,Insurance Company,Extracted,Expired,/documents/training_certificate/CG-002/0640.pdf,2911,Amit Patel,2022-04-02 00:00:00
DOC-00641,OD-002,Environmental Clearance,Env-0641-2023,2023-08-12,2025-08-11,State PCB,Failed,Expired,/documents/environmental_clearance/OD-002/0641.pdf,3384,Amit Patel,2023-08-25 00:00:00
DOC-00642,OD-002,Insurance Certificate,Ins-0642-2023,2023-03-10,2024-03-09,State Government,Extracted,Expired,/documents/insurance_certificate/OD-002/0642.pdf,1554,Rajesh Kumar,2023-03-30 00:00:00
DOC-00643,CG-001,Environmental Clearance,Env-0643-2023,2022-09-26,2027-09-25,CPCB,Extracted,Verified,/documents/environmental_clearance/CG-001/0643.pdf,2540,Amit Patel,2022-10-23 00:00:00
DOC-00644,JH-003,Training Certificate,Tra-0644-2023,2022-10-24,2023-10-24,CPCB,Extracted,Expired,/documents/training_certificate/JH-003/0644.pdf,4159,Amit Patel,2022-11-09 00:00:00
DOC-00645,JH-001,Environmental Clearance,Env-0645-2023,2023-08-24,2024-08-23,State PCB,Extracted,Expired,/documents/environmental_clearance/JH-001/0645.pdf,2122,Amit Patel,2023-09-20 00:00:00
DOC-00646,OD-001,Insurance Certificate,Ins-0646-2023,2022-12-01,2025-11-30,State Government,Extracted,Expired,/documents/insurance_certificate/OD-001/0646.pdf,933,Amit Patel,2022-12-31 00:00:00
DOC-00647,OD-001,Fire Safety Certificate,Fir-0647-2023,2023-08-28,2026-08-27,Insurance Company,Extracted,Verified,/documents/fire_safety_certificate/OD-001/0647.pdf,1708,Sita Devi,2023-09-27 00:00:00
DOC-00648,JH-002,Environmental Clearance,Env-0648-2023,2022-07-12,2025-07-11,State PCB,Extracted,Expired,/documents/environmental_clearance/JH-002/0648.pdf,2671,Rajesh Kumar,2022-08-05 00:00:00
DOC-00649,OD-002,Insurance Certificate,Ins-0649-2023,2022-01-08,2027-01-07,State PCB,Pending,Verified,/documents/insurance_certificate/OD-002/0649.pdf,4317,Amit Patel,2022-01-30 00:00:00
DOC-00650,OD-002,Mining Lease,Min-0650-2023,2022-01-03,2025-01-02,CPCB,Extracted,Expired,/documents/mining_lease/OD-002/0650.pdf,1719,Rajesh Kumar,2022-01-14 00:00:00
DOC-00651,OD-002,Explosives Licence,Exp-0651-2023,2022-10-02,2023-10-02,State Government,Extracted,Expired,/documents/explosives_licence/OD-002/0651.pdf,4836,Rajesh Kumar,2022-10-28 00:00:00
DOC-00652,OD-001,First Aid Certificate,Fir-0652-2023,2022-07-25,2023-07-25,State Government,Extracted,Expired,/documents/first_aid_certificate/OD-001/0652.pdf,806,Amit Patel,2022-08-21 00:00:00
DOC-00653,OD-002,Audit Report,Aud-0653-2023,2023-10-15,2025-10-14,DGMS,Extracted,Expired,/documents/audit_report/OD-002/0653.pdf,1159,Sita Devi,2023-10-16 00:00:00
DOC-00654,CG-001,Environmental Clearance,Env-0654-2023,2022-01-28,2026-01-27,Insurance Company,Extracted,Expired,/documents/environmental_clearance/CG-001/0654.pdf,1392,Rajesh Kumar,2022-02-08 00:00:00
DOC-00655,JH-001,Safety Certificate,Saf-0655-2023,2022-08-14,2023-08-14,CPCB,Extracted,Expired,/documents/safety_certificate/JH-001/0655.pdf,1550,Rajesh Kumar,2022-08-16 00:00:00
DOC-00656,JH-002,First Aid Certificate,Fir-0656-2023,2022-09-22,2024-09-21,DGMS,Extracted,Expired,/documents/first_aid_certificate/JH-002/0656.pdf,4921,Sita Devi,2022-09-29 00:00:00
DOC-00657,JH-002,Explosives Licence,Exp-0657-2023,2022-03-01,2025-02-28,DGMS,Pending,Expired,/documents/explosives_licence/JH-002/0657.pdf,3850,Rajesh Kumar,2022-03-30 00:00:00
DOC-00658,CG-001,Training Certificate,Tra-0658-2023,2023-01-31,2024-01-31,DGMS,Extracted,Expired,/documents/training_certificate/CG-001/0658.pdf,1683,Sita Devi,2023-02-08 00:00:00
DOC-00659,CG-002,Environmental Clearance,Env-0659-2023,2023-01-04,2026-01-03,CPCB,Pending,Expired,/documents/environmental_clearance/CG-002/0659.pdf,4891,Rajesh Kumar,2023-01-05 00:00:00
DOC-00660,OD-002,Audit Report,Aud-0660-2023,2023-11-03,2026-11-02,State PCB,Extracted,Verified,/documents/audit_report/OD-002/0660.pdf,4883,Sita Devi,2023-11-08 00:00:00
DOC-00661,OD-001,Explosives Licence,Exp-0661-2023,2023-04-20,2027-04-19,CPCB,Pending,Verified,/documents/explosives_licence/OD-001/0661.pdf,2044,Rajesh Kumar,2023-05-13 00:00:00
DOC-00662,CG-001,Explosives Licence,Exp-0662-2023,2022-01-15,2024-01-15,State PCB,Extracted,Expired,/documents/explosives_licence/CG-001/0662.pdf,4252,Rajesh Kumar,2022-02-07 00:00:00
DOC-00663,CG-001,First Aid Certificate,Fir-0663-2023,2023-12-16,2024-12-15,DGMS,Extracted,Expired,/documents/first_aid_certificate/CG-001/0663.pdf,4801,Amit Patel,2024-01-06 00:00:00
DOC-00664,CG-002,Explosives Licence,Exp-0664-2023,2023-11-07,2026-11-06,State PCB,Extracted,Pending,/documents/explosives_licence/CG-002/0664.pdf,2551,Sita Devi,2023-11-08 00:00:00
DOC-00665,CG-002,Training Certificate,Tra-0665-2023,2023-09-01,2027-08-31,DGMS,Extracted,Verified,/documents/training_certificate/CG-002/0665.pdf,2625,Amit Patel,2023-09-03 00:00:00
DOC-00666,JH-003,Fire Safety Certificate,Fir-0666-2023,2023-03-15,2024-03-14,DGMS,Extracted,Expired,/documents/fire_safety_certificate/JH-003/0666.pdf,3190,Amit Patel,2023-04-06 00:00:00
DOC-00667,JH-001,Fire Safety Certificate,Fir-0667-2023,2022-08-16,2023-08-16,State Government,Extracted,Expired,/documents/fire_safety_certificate/JH-001/0667.pdf,966,Rajesh Kumar,2022-08-23 00:00:00
DOC-00668,OD-001,Fire Safety Certificate,Fir-0668-2023,2023-10-22,2026-10-21,CPCB,Extracted,Verified,/documents/fire_safety_certificate/OD-001/0668.pdf,3010,Sita Devi,2023-11-05 00:00:00
DOC-00669,OD-002,Safety Certificate,Saf-0669-2023,2023-12-03,2025-12-02,DGMS,Extracted,Expired,/documents/safety_certificate/OD-002/0669.pdf,4784,Rajesh Kumar,2023-12-27 00:00:00
DOC-00670,JH-001,Explosives Licence,Exp-0670-2023,2022-06-09,2027-06-08,CPCB,Extracted,Pending,/documents/explosives_licence/JH-001/0670.pdf,4411,Sita Devi,2022-07-02 00:00:00
DOC-00671,OD-001,Audit Report,Aud-0671-2023,2022-05-19,2024-05-18,DGMS,Extracted,Expired,/documents/audit_report/OD-001/0671.pdf,780,Amit Patel,2022-06-06 00:00:00
DOC-00672,CG-001,Training Certificate,Tra-0672-2023,2022-08-31,2024-08-30,DGMS,Extracted,Expired,/documents/training_certificate/CG-001/0672.pdf,1089,Rajesh Kumar,2022-09-18 00:00:00
DOC-00673,CG-001,Training Certificate,Tra-0673-2023,2022-03-09,2025-03-08,CPCB,Extracted,Expired,/documents/training_certificate/CG-001/0673.pdf,660,Rajesh Kumar,2022-04-04 00:00:00
DOC-00674,OD-002,Safety Certificate,Saf-0674-2023,2023-05-19,2026-05-18,State PCB,Extracted,Expired,/documents/safety_certificate/OD-002/0674.pdf,2311,Amit Patel,2023-06-06 00:00:00
DOC-00675,OD-001,Mining Lease,Min-0675-2023,2023-11-01,2026-10-31,Insurance Company,Extracted,Verified,/documents/mining_lease/OD-001/0675.pdf,1140,Amit Patel,2023-11-16 00:00:00
DOC-00676,JH-002,Explosives Licence,Exp-0676-2023,2022-09-21,2025-09-20,Insurance Company,Extracted,Expired,/documents/explosives_licence/JH-002/0676.pdf,1298,Sita Devi,2022-09-25 00:00:00
DOC-00677,CG-002,Insurance Certificate,Ins-0677-2023,2022-07-03,2027-07-02,DGMS,Extracted,Verified,/documents/insurance_certificate/CG-002/0677.pdf,4458,Amit Patel,2022-07-16 00:00:00
DOC-00678,OD-002,First Aid Certificate,Fir-0678-2023,2023-08-05,2024-08-04,DGMS,Extracted,Expired,/documents/first_aid_certificate/OD-002/0678.pdf,1182,Rajesh Kumar,2023-08-24 00:00:00
DOC-00679,JH-002,Fire Safety Certificate,Fir-0679-2023,2022-01-27,2026-01-26,State PCB,Extracted,Expired,/documents/fire_safety_certificate/JH-002/0679.pdf,1144,Amit Patel,2022-02-04 00:00:00
DOC-00680,CG-002,Explosives Licence,Exp-0680-2023,2023-05-14,2028-05-12,Insurance Company,Extracted,Verified,/documents/explosives_licence/CG-002/0680.pdf,4113,Sita Devi,2023-06-11 00:00:00
DOC-00681,CG-002,Audit Report,Aud-0681-2023,2023-10-19,2026-10-18,State Government,Extracted,Pending,/documents/audit_report/CG-002/0681.pdf,3445,Sita Devi,2023-11-17 00:00:00
DOC-00682,OD-002,Fire Safety Certificate,Fir-0682-2023,2023-01-26,2027-01-25,CPCB,Extracted,Verified,/documents/fire_safety_certificate/OD-002/0682.pdf,4666,Rajesh Kumar,2023-02-08 00:00:00
DOC-00683,JH-002,Mining Lease,Min-0683-2023,2023-04-23,2027-04-22,DGMS,Extracted,Verified,/documents/mining_lease/JH-002/0683.pdf,2957,Sita Devi,2023-05-15 00:00:00
DOC-00684,JH-001,Training Certificate,Tra-0684-2023,2022-10-03,2024-10-02,CPCB,Pending,Expired,/documents/training_certificate/JH-001/0684.pdf,2639,Rajesh Kumar,2022-10-27 00:00:00
DOC-00685,,Environmental Clearance,Env-0685-2023,2023-02-26,2026-02-25,State PCB,Extracted,Expired,/documents/environmental_clearance/global/0685.pdf,772,Rajesh Kumar,2023-03-11 00:00:00
DOC-00686,CG-002,Fire Safety Certificate,Fir-0686-2023,2022-02-06,2025-02-05,State PCB,Extracted,Expired,/documents/fire_safety_certificate/CG-002/0686.pdf,3402,Rajesh Kumar,2022-02-12 00:00:00
DOC-00687,CG-002,Fire Safety Certificate,Fir-0687-2023,2022-07-03,2023-07-03,State PCB,Extracted,Expired,/documents/fire_safety_certificate/CG-002/0687.pdf,1439,Sita Devi,2022-07-22 00:00:00
DOC-00688,JH-001,Environmental Clearance,Env-0688-2023,2023-08-18,2024-08-17,State Government,Extracted,Expired,/documents/environmental_clearance/JH-001/0688.pdf,4472,Rajesh Kumar,2023-08-24 00:00:00
DOC-00689,CG-001,Safety Certificate,Saf-0689-2023,2023-11-07,2027-11-06,State PCB,Extracted,Verified,/documents/safety_certificate/CG-001/0689.pdf,3189,Amit Patel,2023-11-14 00:00:00
DOC-00690,OD-001,First Aid Certificate,Fir-0690-2023,2023-09-25,2028-09-23,CPCB,Extracted,Verified,/documents/first_aid_certificate/OD-001/0690.pdf,4715,Amit Patel,2023-10-14 00:00:00
DOC-00691,CG-001,Explosives Licence,Exp-0691-2023,2023-04-01,2026-03-31,DGMS,Pending,Expired,/documents/explosives_licence/CG-001/0691.pdf,3885,Sita Devi,2023-04-17 00:00:00
DOC-00692,OD-001,Safety Certificate,Saf-0692-2023,2023-01-18,2026-01-17,State PCB,Extracted,Expired,/documents/safety_certificate/OD-001/0692.pdf,4753,Rajesh Kumar,2023-02-15 00:00:00
DOC-00693,OD-002,Explosives Licence,Exp-0693-2023,2022-03-23,2027-03-22,CPCB,Extracted,Pending,/documents/explosives_licence/OD-002/0693.pdf,1444,Sita Devi,2022-04-05 00:00:00
DOC-00694,JH-001,Audit Report,Aud-0694-2023,2023-05-19,2028-05-17,CPCB,Extracted,Verified,/documents/audit_report/JH-001/0694.pdf,4555,Sita Devi,2023-06-02 00:00:00
DOC-00695,OD-001,Explosives Licence,Exp-0695-2023,2023-04-12,2024-04-11,State PCB,Pending,Expired,/documents/explosives_licence/OD-001/0695.pdf,1856,Rajesh Kumar,2023-04-23 00:00:00
DOC-00696,JH-002,First Aid Certificate,Fir-0696-2023,2023-02-22,2026-02-21,Insurance Company,Pending,Expired,/documents/first_aid_certificate/JH-002/0696.pdf,3790,Amit Patel,2023-03-11 00:00:00
DOC-00697,OD-001,Explosives Licence,Exp-0697-2023,2023-07-11,2025-07-10,State PCB,Extracted,Expired,/documents/explosives_licence/OD-001/0697.pdf,2606,Sita Devi,2023-08-09 00:00:00
DOC-00698,JH-002,Insurance Certificate,Ins-0698-2023,2022-04-24,2024-04-23,State Government,Extracted,Expired,/documents/insurance_certificate/JH-002/0698.pdf,2521,Sita Devi,2022-04-27 00:00:00
DOC-00699,JH-001,Training Certificate,Tra-0699-2023,2022-04-22,2026-04-21,Insurance Company,Extracted,Expired,/documents/training_certificate/JH-001/0699.pdf,1043,Sita Devi,2022-05-07 00:00:00
DOC-00700,CG-001,Mining Lease,Min-0700-2023,2023-01-05,2024-01-05,CPCB,Extracted,Expired,/documents/mining_lease/CG-001/0700.pdf,2500,Sita Devi,2023-01-25 00:00:00
