mine_id,equipment_type,shift,operating_hours,temperature_C,vibration,pressure_bar,dust_level_ug,rpm,oil_temp_C,load_percentage,machine_failure
JH-002,Crusher,Night,6698.57,60.54,2.2009,115.53,278.62,1542.53,73.59,109.91,0
CG-002,Crusher,Morning,893.05,64.08,2.7103,124.58,196.26,1624.35,84.0,30.86,0
OD-002,Crusher,Morning,4474.15,64.34,2.0632,103.64,80.4,1987.82,92.23,97.0,0
CG-002,Crusher,Night,1717.33,98.81,4.4192,111.79,295.55,1529.91,73.92,78.77,0
JH-001,Excavator,Morning,1926.14,42.36,3.5715,70.87,79.91,1545.01,75.7,45.79,0
CG-002,Loader,Afternoon,2102.71,74.7,3.1549,127.83,13.08,1249.07,63.43,36.12,0
JH-001,Dumper,Afternoon,3928.4,77.75,2.8039,89.34,270.86,1266.57,70.97,34.49,0
CG-002,Drill Rig,Afternoon,606.39,67.39,9.6342,82.77,66.88,1671.39,52.32,63.01,0
JH-002,Drill Rig,Morning,4038.16,50.25,2.5125,117.74,192.63,1229.53,73.17,92.75,0
OD-002,Excavator,Afternoon,5165.9,84.97,1.9185,92.32,79.12,1596.44,81.15,42.8,0
JH-002,Excavator,Night,4884.61,27.12,1.5121,86.12,139.6,1414.63,66.84,68.48,0
JH-001,Loader,Morning,3889.56,49.75,4.2745,94.13,126.89,1308.99,88.43,34.74,0
CG-001,Dumper,Night,8407.55,77.58,6.1448,75.68,118.74,1246.95,76.62,53.62,1
OD-002,Excavator,Morning,1538.73,54.45,1.7789,85.9,102.17,2223.06,79.46,75.83,0
JH-001,Loader,Afternoon,5106.4,83.95,2.3574,120.45,14.41,1662.99,90.84,68.72,0
CG-002,Loader,Afternoon,714.21,37.32,2.2711,123.32,72.24,1088.16,83.42,51.65,0
JH-002,Loader,Night,804.44,43.32,2.5547,101.31,298.3,2248.23,76.29,43.59,0
OD-002,Excavator,Morning,5781.27,52.03,1.1231,86.41,12.25,1544.63,76.4,54.24,0
OD-001,Loader,Morning,5703.58,66.26,4.0689,108.28,30.85,1284.21,69.83,41.54,0
CG-001,Dumper,Morning,8792.53,56.67,4.9289,62.07,19.37,1439.76,82.92,94.45,0
JH-002,Excavator,Night,5622.95,52.64,1.0489,123.42,159.08,1982.3,60.3,108.46,0
JH-002,Loader,Morning,9601.93,81.31,6.5467,98.61,20.69,1286.72,72.95,41.37,1
JH-001,Drill Rig,Afternoon,582.08,82.7,6.1029,79.31,165.58,1375.07,70.09,32.11,1
OD-002,Excavator,Morning,1070.28,53.78,0.5857,129.74,104.65,1668.64,73.7,93.25,0
CG-002,Dumper,Morning,536.25,34.35,0.917,100.85,264.53,1430.98,74.25,52.53,0
OD-001,Loader,Night,1934.24,27.64,2.5435,91.48,114.1,1911.95,75.8,44.71,0
JH-001,Excavator,Night,5458.57,63.59,5.2489,140.99,247.76,1269.99,66.3,89.26,0
JH-002,Drill Rig,Morning,6491.16,69.84,3.1421,89.49,214.32,1294.38,87.06,80.98,0
JH-001,Excavator,Afternoon,551.29,60.94,2.7475,114.97,291.16,1389.27,66.14,54.16,0
OD-002,Crusher,Afternoon,9465.11,58.94,3.6213,113.87,138.33,1419.84,87.75,106.3,0
JH-002,Drill Rig,Night,8437.44,47.93,1.8148,83.05,286.87,1603.98,65.56,38.21,1
CG-001,Dumper,Morning,3036.46,69.82,5.1484,97.21,197.54,1440.28,57.35,76.17,0
OD-001,Dumper,Morning,864.16,85.17,2.581,94.96,120.99,1284.45,104.87,51.69,0
JH-001,Crusher,Night,1781.88,26.75,1.2014,64.67,152.07,1650.87,88.87,105.41,0
JH-002,Crusher,Afternoon,1356.75,58.84,1.8262,60.72,221.78,1264.7,74.8,101.51,0
JH-002,Crusher,Morning,1320.51,45.44,3.2691,56.48,266.65,1752.33,98.07,33.64,0
OD-001,Crusher,Morning,5233.76,37.64,2.3518,91.0,127.7,923.41,76.76,89.69,0
OD-001,Loader,Night,2533.89,43.05,2.233,80.13,283.45,1574.18,91.67,109.24,0
OD-001,Loader,Night,3645.58,65.7,3.0086,81.37,148.72,1479.94,80.41,90.4,0
OD-002,Dumper,Afternoon,9896.1,66.07,3.2521,91.59,233.41,1614.72,61.61,38.86,1
CG-001,Excavator,Night,6874.71,81.9,1.4693,100.07,273.21,1651.91,81.49,78.67,0
JH-001,Crusher,Afternoon,9494.91,60.13,5.0116,93.75,73.77,1510.24,69.32,75.58,0
JH-001,Dumper,Morning,1511.31,33.63,2.5458,85.91,68.27,2124.92,79.48,57.31,0
JH-002,Crusher,Morning,3883.18,56.43,3.353,138.62,207.75,1693.62,89.48,52.35,0
CG-002,Loader,Night,5591.84,39.2,2.8539,95.98,193.32,2051.69,72.15,70.94,0
CG-001,Loader,Morning,859.9,41.9,2.2143,119.97,250.24,1587.81,88.86,102.11,0
JH-002,Drill Rig,Morning,141.46,68.71,4.288,75.27,167.02,1318.6,85.57,103.84,0
OD-002,Drill Rig,Afternoon,6737.3,62.91,2.8309,126.7,220.72,878.9,78.34,55.68,0
JH-002,Loader,Morning,6454.01,68.81,2.8198,89.03,59.31,1611.43,61.08,45.38,0
JH-001,Loader,Afternoon,4166.81,54.64,0.7832,156.03,168.14,1692.37,65.4,71.01,1
CG-001,Excavator,Morning,4947.48,71.86,4.0959,73.76,12.96,1123.35,91.85,70.92,0
CG-001,Crusher,Afternoon,4212.89,53.8,2.4961,78.66,207.76,1512.49,68.73,41.15,0
CG-001,Excavator,Afternoon,337.65,76.75,3.9648,96.23,291.47,1079.44,73.52,62.32,0
CG-001,Dumper,Afternoon,3420.18,65.17,6.1872,92.9,60.88,1749.42,88.21,81.14,0
CG-001,Excavator,Morning,1853.11,56.9,4.1029,76.55,49.63,1701.88,80.42,43.02,0
JH-001,Dumper,Night,1074.4,63.18,2.7929,129.48,147.34,949.15,77.66,53.84,0
OD-001,Crusher,Night,9571.53,59.73,2.3556,127.38,139.45,1059.7,88.55,84.83,0
JH-002,Excavator,Night,6033.66,83.94,9.6106,93.19,138.42,883.8,81.21,96.54,1
JH-002,Excavator,Morning,7313.7,63.68,3.4615,120.19,94.23,1610.75,85.13,89.57,0
CG-001,Dumper,Afternoon,3222.1,59.98,3.0187,128.44,50.08,1614.2,69.07,104.03,0
CG-002,Excavator,Morning,3992.16,56.42,2.4807,99.81,277.63,1761.09,91.3,98.04,0
OD-002,Loader,Night,2445.55,72.65,1.7362,86.61,111.1,1171.12,76.82,65.01,0
OD-001,Loader,Afternoon,1059.96,70.62,1.025,125.64,128.1,1364.01,83.62,102.4,0
JH-002,Loader,Morning,1872.41,55.89,5.8159,122.52,132.21,1268.87,72.36,61.88,0
JH-001,Excavator,Morning,7995.39,42.67,1.841,74.93,47.07,1224.03,84.23,48.57,0
JH-001,Crusher,Night,6807.7,46.47,2.4715,128.32,67.41,1217.37,81.83,79.91,0
JH-001,Dumper,Night,5514.6,57.24,2.5779,79.6,13.72,1113.57,78.82,107.97,0
OD-002,Loader,Afternoon,4803.39,80.23,5.5653,107.58,154.22,1615.7,89.43,93.12,1
JH-001,Loader,Morning,9232.1,56.25,1.8531,83.68,170.74,1937.27,85.83,81.75,0
CG-002,Excavator,Afternoon,820.08,51.09,3.0916,103.28,71.92,1764.62,94.23,94.95,0
CG-001,Loader,Afternoon,2877.95,33.59,3.5116,102.31,132.67,1377.76,74.99,35.57,0
JH-002,Loader,Morning,3564.38,82.7,1.3604,144.64,210.4,1467.27,89.95,42.29,0
OD-002,Loader,Night,7846.02,68.54,1.2979,67.56,85.19,1618.36,88.8,86.38,0
CG-002,Drill Rig,Afternoon,9925.89,71.94,1.9012,84.59,116.49,1545.34,67.68,62.72,0
CG-002,Dumper,Morning,2482.64,74.43,3.0705,90.69,214.19,1229.06,71.69,101.11,0
CG-001,Dumper,Afternoon,8755.64,57.53,2.8813,106.58,183.07,1635.0,77.74,38.62,0
JH-001,Loader,Afternoon,8323.17,61.27,2.5612,93.76,156.79,1654.63,89.53,59.85,0
CG-002,Crusher,Night,2324.11,82.33,3.7667,56.04,261.78,1217.43,86.08,82.63,0
CG-001,Dumper,Morning,4053.39,62.69,1.7711,114.74,30.41,1536.91,89.55,42.1,0
OD-001,Excavator,Afternoon,4155.76,68.81,2.4961,126.7,162.56,1433.27,75.6,62.83,0
JH-001,Crusher,Morning,9784.38,73.06,2.5683,108.65,212.93,1642.25,75.74,99.24,0
CG-002,Crusher,Afternoon,1890.83,69.64,1.7952,90.87,90.08,1302.5,85.68,33.52,0
JH-002,Drill Rig,Night,8011.66,58.08,8.5921,104.09,93.42,2078.61,77.04,103.57,0
JH-002,Loader,Afternoon,3408.51,59.49,0.9229,75.66,154.58,1081.55,76.22,71.53,0
JH-002,Drill Rig,Afternoon,7335.62,71.66,5.0548,121.22,108.87,2044.17,73.91,78.21,0
CG-001,Loader,Afternoon,4258.11,71.64,4.0553,109.95,132.92,1249.54,86.62,48.48,0
CG-001,Loader,Afternoon,5825.76,77.52,4.072,89.33,210.4,1666.52,86.13,63.89,0
OD-001,Crusher,Afternoon,8342.86,68.27,2.8517,101.64,118.14,1174.51,98.1,99.12,1
OD-001,Excavator,Afternoon,8061.24,68.95,5.2951,120.63,17.97,1273.93,73.24,90.17,0
JH-002,Excavator,Night,8677.59,53.31,2.1724,123.29,37.03,1230.23,83.35,106.65,0
JH-002,Crusher,Afternoon,690.21,51.28,3.3076,98.51,156.66,1344.13,86.45,87.06,0
OD-001,Loader,Night,6951.3,71.71,2.8196,142.93,281.19,1214.5,73.62,56.68,0
OD-001,Crusher,Morning,1485.88,51.39,2.4202,127.36,92.76,2148.7,82.99,100.27,0
CG-001,Crusher,Afternoon,4216.6,59.69,2.889,110.56,16.92,1808.87,73.52,57.84,0
CG-002,Crusher,Night,5531.03,80.69,1.6915,92.09,246.03,1413.4,91.67,49.8,0
JH-002,Dumper,Afternoon,4087.12,78.31,1.9503,92.7,233.84,1797.85,78.17,35.71,0
CG-001,Drill Rig,Afternoon,5244.16,64.53,5.9904,104.01,262.61,2178.62,88.99,53.2,0
JH-002,Drill Rig,Morning,9965.61,55.56,11.4822,97.79,145.19,1816.63,74.37,48.1,0
CG-002,Drill Rig,Night,1438.65,58.15,3.5253,134.01,31.95,1955.2,70.19,107.82,0
OD-001,Crusher,Afternoon,6787.01,73.01,4.1238,81.26,52.86,1876.7,100.42,77.31,0
JH-001,Dumper,Afternoon,4020.41,59.45,3.0833,110.11,288.51,1935.92,87.19,36.69,0
JH-001,Loader,Morning,1416.8,51.63,3.4128,59.96,258.25,1795.98,79.65,88.22,0
CG-001,Crusher,Afternoon,1671.49,78.24,3.5676,107.54,185.95,1190.12,71.06,95.35,0
JH-002,Drill Rig,Night,9497.8,62.72,4.5618,117.44,25.02,1960.54,82.8,31.12,0
OD-002,Excavator,Morning,8808.05,51.34,5.8619,128.81,29.33,1517.06,101.15,71.32,0
CG-001,Loader,Night,9079.72,67.18,1.7468,88.17,63.11,1596.18,79.25,83.31,0
OD-002,Crusher,Afternoon,9916.17,74.57,11.1775,85.76,201.04,880.39,73.32,36.25,0
JH-002,Excavator,Morning,2162.32,44.88,2.9129,120.47,292.11,1269.27,71.98,37.36,0
JH-002,Loader,Morning,3618.85,56.99,2.9133,123.9,178.02,1873.63,65.7,92.8,0
JH-001,Crusher,Night,6725.27,56.3,2.2112,95.46,253.02,1798.7,69.92,89.09,0
JH-001,Crusher,Afternoon,4889.65,66.78,2.2155,60.81,232.11,1741.16,70.02,91.54,0
OD-001,Dumper,Night,4242.06,69.48,3.6995,78.82,86.01,1068.74,72.46,34.89,0
JH-001,Excavator,Night,3642.33,51.73,3.7381,98.15,179.08,1571.95,88.22,84.87,0
CG-002,Excavator,Afternoon,5978.43,37.61,3.606,71.64,215.14,1485.22,75.8,62.19,0
CG-002,Loader,Night,5798.37,75.48,2.1654,114.57,103.45,1718.73,79.3,48.43,0
JH-002,Crusher,Afternoon,1698.43,43.2,0.7043,84.55,187.12,1459.77,60.94,61.55,0
CG-001,Loader,Morning,4770.22,64.07,1.1076,98.55,47.52,1270.8,70.69,37.32,0
JH-002,Drill Rig,Afternoon,5579.37,58.02,2.7364,121.9,242.22,1312.64,85.49,39.82,0
OD-002,Excavator,Afternoon,5745.84,62.44,3.2154,107.35,100.13,736.7,71.22,56.75,0
OD-001,Drill Rig,Morning,2180.06,84.77,2.2037,138.89,98.37,1416.8,73.23,53.85,1
JH-002,Dumper,Afternoon,7448.49,105.57,1.9224,127.96,221.56,1451.28,68.57,74.45,0
JH-002,Loader,Afternoon,349.47,35.5,3.153,79.22,237.49,1082.37,94.04,36.42,0
CG-002,Crusher,Morning,3612.84,74.76,2.5759,111.86,221.71,1349.2,101.49,60.46,0
OD-002,Excavator,Night,7824.11,57.66,2.142,103.06,106.46,2293.65,94.6,99.96,0
OD-001,Drill Rig,Morning,5682.54,75.72,1.212,123.74,276.94,1254.07,76.06,99.72,0
JH-001,Excavator,Afternoon,2685.51,74.36,1.7825,110.47,182.58,1804.14,87.78,68.97,0
JH-002,Crusher,Morning,6980.04,81.15,4.3332,90.01,114.25,1510.76,76.68,95.02,0
CG-002,Excavator,Night,5717.17,64.27,1.6798,109.52,110.52,1564.6,69.3,42.79,0
JH-002,Drill Rig,Morning,7982.81,46.66,3.788,92.62,32.88,1769.32,78.86,44.55,0
OD-001,Crusher,Night,7376.75,73.91,5.4369,87.07,58.49,795.66,71.68,34.39,0
CG-002,Drill Rig,Night,6140.07,61.77,1.8303,97.77,199.52,1673.87,72.65,90.75,0
JH-002,Drill Rig,Night,4932.96,56.49,2.1764,104.98,101.23,1194.36,80.2,82.6,0
CG-002,Excavator,Morning,1418.5,52.86,4.4534,126.0,84.8,1704.57,88.33,91.95,0
OD-002,Drill Rig,Night,2687.2,75.1,5.035,90.07,11.48,1612.41,86.52,55.46,1
OD-001,Loader,Morning,4249.08,84.05,1.9692,61.67,254.72,993.53,83.4,49.88,0
JH-002,Crusher,Morning,6033.06,42.07,1.2084,96.06,88.82,1962.14,74.38,69.83,0
JH-001,Crusher,Morning,5185.71,69.33,5.0908,105.13,99.07,1720.07,80.91,46.07,0
JH-002,Excavator,Afternoon,2953.03,54.41,3.6398,103.65,298.25,1539.96,68.27,53.01,0
JH-001,Loader,Night,164.0,37.99,3.3212,94.93,148.8,2179.63,73.89,49.35,0
JH-002,Excavator,Morning,5012.77,62.22,4.2965,118.99,165.7,1262.86,78.25,109.1,0
OD-002,Drill Rig,Afternoon,2927.7,47.5,1.503,106.25,27.1,1437.28,72.86,105.02,0
OD-001,Excavator,Afternoon,7372.62,36.33,3.3055,112.06,157.3,1819.9,83.17,51.8,0
JH-001,Loader,Night,337.07,48.27,2.3569,63.26,133.49,1769.14,85.24,90.66,0
OD-001,Loader,Night,5889.8,44.58,3.6744,96.53,262.34,1650.78,94.39,90.93,0
OD-002,Loader,Afternoon,9420.59,50.3,4.0533,97.22,161.64,1241.38,83.09,56.2,0
CG-002,Excavator,Night,1826.65,40.11,4.4295,133.68,262.07,1607.2,85.46,70.22,0
OD-001,Loader,Afternoon,4769.33,54.07,3.6667,97.88,228.9,2383.75,77.78,85.05,0
OD-001,Dumper,Night,1005.08,49.3,3.0813,86.8,13.66,1852.61,108.7,42.67,0
OD-002,Loader,Afternoon,6294.25,65.63,3.1333,85.62,292.18,1717.82,100.42,42.17,0
OD-002,Excavator,Night,5550.26,68.9,3.2654,119.58,31.24,2516.73,88.48,59.22,0
CG-001,Loader,Afternoon,4132.92,63.9,1.9894,88.39,20.15,1840.69,60.52,72.29,0
OD-001,Crusher,Night,5261.63,56.47,2.2586,82.94,99.93,1684.52,99.48,54.93,0
JH-001,Drill Rig,Afternoon,8976.09,56.06,3.324,118.33,133.03,1416.35,67.57,101.84,0
JH-001,Dumper,Afternoon,2043.31,47.44,3.7631,107.84,74.76,1360.0,91.43,73.76,0
CG-001,Excavator,Morning,323.39,47.81,1.9631,95.28,154.19,1142.05,71.79,30.83,0
JH-001,Drill Rig,Afternoon,8630.48,70.55,1.5867,73.45,290.7,1478.78,83.93,103.62,1
JH-002,Crusher,Afternoon,5813.46,33.6,1.1763,111.09,171.08,1330.87,72.26,93.32,0
JH-001,Drill Rig,Morning,8917.52,58.79,1.4468,116.54,42.41,1453.48,78.01,104.78,0
CG-002,Drill Rig,Night,6009.76,55.15,2.0755,80.93,274.45,1575.49,79.71,41.83,0
CG-001,Crusher,Morning,8120.59,68.99,2.1743,107.3,41.9,1334.07,71.98,33.44,0
CG-001,Crusher,Afternoon,4353.77,38.62,2.3598,97.99,142.67,1783.76,79.66,107.48,0
OD-002,Loader,Morning,7523.61,60.19,1.4881,82.32,143.9,1445.48,76.42,84.06,0
OD-002,Excavator,Night,9139.11,65.14,1.0983,91.12,221.18,1357.05,80.8,59.83,1
JH-001,Loader,Afternoon,5764.02,31.43,2.8959,99.06,207.11,1724.03,59.31,85.16,0
OD-001,Dumper,Morning,1889.77,43.89,2.8964,73.63,188.78,1531.92,79.54,58.77,0
OD-001,Drill Rig,Night,2761.1,58.62,3.7086,111.42,194.6,1171.46,74.01,78.23,0
OD-001,Crusher,Night,2066.58,67.71,4.0858,85.79,230.54,1052.94,71.41,90.33,0
JH-002,Excavator,Night,2543.88,62.74,3.3075,86.59,59.95,1380.64,84.51,78.0,0
JH-001,Drill Rig,Morning,3133.51,68.41,2.8787,110.11,293.14,1981.51,76.0,105.58,0
JH-001,Drill Rig,Night,5595.82,43.81,4.2123,90.95,168.23,1652.1,69.39,40.23,0
OD-002,Excavator,Morning,5921.12,36.17,5.5402,95.69,219.24,1683.25,94.19,81.31,0
OD-002,Drill Rig,Night,4322.35,61.27,1.938,97.89,177.88,1439.6,85.0,44.21,0
CG-002,Crusher,Morning,6192.67,41.56,3.9953,84.5,263.87,1608.29,79.43,48.03,0
CG-001,Crusher,Afternoon,907.59,47.02,1.9896,89.64,180.3,1746.9,94.66,45.39,0
CG-001,Drill Rig,Morning,969.1,73.98,3.0329,99.65,37.73,1449.86,73.55,73.6,0
OD-002,Loader,Afternoon,1801.11,62.84,4.6403,99.69,263.38,1082.38,83.04,103.12,0
JH-001,Excavator,Night,5228.97,51.48,2.3707,110.54,39.68,1260.06,90.95,81.58,0
CG-001,Crusher,Afternoon,2218.55,49.53,1.6887,111.43,161.27,1260.27,81.56,47.42,0
JH-001,Loader,Afternoon,2904.52,69.31,2.1606,124.37,68.53,2251.67,105.24,92.74,0
OD-001,Dumper,Morning,4063.1,63.18,1.6879,69.87,45.08,1594.07,82.95,88.17,0
CG-001,Loader,Afternoon,8137.47,41.78,1.5887,118.26,45.45,1426.97,83.3,48.66,0
CG-002,Loader,Morning,237.24,30.78,4.9693,93.19,261.1,1095.29,92.71,60.01,0
CG-002,Excavator,Morning,6528.85,88.23,3.5473,113.17,110.28,1743.0,85.21,37.51,0
OD-002,Loader,Afternoon,6721.88,41.66,1.8969,106.79,112.36,1639.82,82.21,69.49,0
JH-002,Crusher,Morning,8006.69,67.92,1.6616,88.46,208.72,1541.22,81.08,85.68,0
OD-001,Excavator,Night,9334.25,82.66,1.72,130.4,251.21,1637.42,77.3,96.72,1
CG-001,Loader,Night,299.36,62.21,1.8967,115.22,247.64,1157.93,61.45,92.43,0
JH-002,Loader,Night,1622.46,50.99,4.8372,108.41,197.83,1499.51,85.45,73.34,0
JH-001,Dumper,Afternoon,8873.1,38.61,2.5727,143.8,218.16,1532.87,79.65,53.06,0
CG-002,Dumper,Night,4639.33,38.4,7.8917,80.51,188.59,1731.46,68.24,108.81,0
CG-002,Excavator,Morning,5689.45,65.65,2.6648,100.5,251.23,1796.37,73.2,93.47,0
JH-001,Excavator,Night,6663.97,81.76,2.0384,111.24,109.94,679.53,71.67,72.81,0
JH-002,Loader,Afternoon,6822.76,54.07,4.3227,78.66,79.03,1431.96,93.27,75.56,0
JH-002,Loader,Morning,9324.23,51.66,1.1793,86.72,67.03,1768.91,89.17,89.36,0
OD-002,Crusher,Afternoon,9969.8,70.46,2.9869,119.93,185.04,2006.61,95.35,85.85,0
OD-001,Loader,Morning,7229.56,49.71,1.4828,90.07,78.75,1186.89,82.54,104.58,0
CG-002,Dumper,Morning,2943.49,64.12,0.913,117.44,47.69,1482.63,88.74,41.05,0
CG-002,Loader,Afternoon,8809.55,60.63,2.563,87.41,289.7,1698.97,85.14,54.76,0
JH-001,Excavator,Morning,587.29,53.86,4.1263,140.4,119.63,1683.82,67.58,87.19,0
JH-002,Loader,Afternoon,2387.7,59.77,3.0252,53.15,269.29,1129.74,77.49,74.09,0
JH-001,Excavator,Night,8984.12,86.45,2.8487,120.17,214.28,1168.76,80.64,103.65,0
CG-001,Excavator,Night,2636.3,69.07,0.7413,105.02,111.05,860.88,92.21,64.46,0
OD-001,Drill Rig,Morning,2284.45,76.39,2.5156,69.39,51.21,1363.78,73.17,47.67,0
OD-001,Dumper,Night,1467.44,46.22,2.5279,95.54,254.05,1249.53,72.46,36.0,0
OD-001,Excavator,Morning,8605.21,76.44,3.7085,61.47,268.56,857.26,75.14,69.07,1
CG-001,Dumper,Night,5050.58,69.59,1.6015,107.05,62.99,1631.25,91.53,93.83,0
CG-001,Loader,Night,6781.44,37.51,4.1158,88.06,192.26,1419.19,79.87,40.94,0
OD-001,Drill Rig,Afternoon,2466.76,68.1,2.1071,61.0,173.23,1674.41,86.46,99.92,0
JH-002,Dumper,Morning,7604.6,52.3,2.3405,103.31,279.22,1610.67,91.69,90.87,0
CG-002,Loader,Night,7624.05,36.81,3.5394,102.9,197.82,1745.99,80.51,41.66,0
OD-001,Excavator,Night,3194.72,61.95,1.4997,142.14,88.5,1404.5,79.32,82.16,0
OD-001,Loader,Night,4165.76,68.09,4.1046,116.56,217.55,1497.08,79.62,73.76,0
CG-002,Loader,Night,2175.93,62.27,1.3808,52.25,163.12,1445.62,75.42,49.5,0
OD-001,Drill Rig,Morning,9767.95,58.36,3.7719,89.43,110.71,1786.33,85.47,74.92,0
JH-002,Excavator,Night,6491.47,55.04,2.4164,122.09,186.22,1714.97,80.85,30.69,0
JH-002,Dumper,Morning,9351.98,97.0,2.5171,67.46,289.07,1646.5,86.58,32.93,0
OD-002,Excavator,Afternoon,3103.52,42.26,0.5871,84.57,247.06,1095.28,83.46,76.21,0
JH-001,Loader,Night,7840.72,73.09,2.0231,100.04,225.3,2099.05,78.07,48.1,0
OD-002,Drill Rig,Night,7682.0,60.23,2.4471,89.44,32.14,1358.36,70.26,74.93,0
CG-002,Excavator,Afternoon,6947.39,47.18,5.8962,131.82,45.05,1410.87,72.75,71.01,0
JH-001,Crusher,Afternoon,9659.83,59.27,2.6699,103.66,187.57,2001.89,81.7,80.49,0
OD-002,Excavator,Night,3996.2,39.11,1.9611,100.67,19.2,1528.82,77.63,36.82,0
OD-002,Drill Rig,Afternoon,1394.1,51.07,4.124,81.67,196.35,1388.02,72.83,67.49,0
JH-002,Loader,Morning,6749.92,59.3,2.1115,77.95,97.56,1717.83,81.1,51.72,0
CG-001,Drill Rig,Afternoon,7320.17,36.73,4.5545,102.08,56.68,1196.32,94.22,74.56,0
OD-002,Excavator,Afternoon,5793.1,67.6,3.0977,98.4,23.39,991.79,92.35,89.87,0
CG-001,Excavator,Night,2147.5,45.54,1.7336,75.66,71.34,1280.41,76.08,67.71,0
JH-002,Drill Rig,Night,5094.11,38.22,4.3446,104.68,211.81,2027.9,80.6,65.97,0
JH-001,Loader,Morning,3190.68,43.79,3.6712,101.15,140.36,1237.28,71.35,41.82,0
CG-001,Excavator,Morning,4331.92,92.64,4.254,93.84,19.5,1393.1,93.94,95.3,0
JH-002,Dumper,Afternoon,6487.66,30.33,2.4817,123.85,30.04,1551.56,99.3,42.61,0
CG-002,Dumper,Night,7477.63,66.54,3.6714,99.75,179.26,1671.24,85.9,40.17,0
JH-002,Excavator,Afternoon,2399.02,48.73,7.1011,95.24,252.8,1609.81,78.59,91.74,0
JH-002,Loader,Night,4112.72,54.75,2.9615,122.62,182.86,1227.33,74.16,107.99,0
OD-002,Drill Rig,Night,2764.7,69.06,2.2271,96.98,121.68,1968.16,72.43,43.93,0
CG-001,Drill Rig,Afternoon,2066.45,68.32,5.8825,91.97,136.57,1465.98,79.39,65.41,0
CG-002,Drill Rig,Morning,7855.53,49.79,3.7945,76.6,125.99,1853.35,72.78,34.7,0
CG-001,Drill Rig,Afternoon,9101.6,39.63,2.1701,101.21,270.09,1154.01,56.3,107.61,0
OD-001,Excavator,Afternoon,3765.3,69.33,6.4725,118.65,54.28,1636.79,72.01,82.02,0
JH-001,Excavator,Afternoon,7537.66,68.29,1.4893,91.66,120.67,1679.09,90.68,97.17,0
CG-001,Loader,Night,8980.25,55.73,3.5416,73.41,99.4,1266.11,85.28,70.67,0
OD-001,Loader,Morning,8476.63,66.63,4.8223,120.22,180.87,1717.39,95.36,86.41,0
CG-001,Crusher,Afternoon,1909.85,53.31,4.6454,121.01,210.71,1076.33,89.78,68.0,0
CG-002,Crusher,Night,9567.29,47.59,1.7333,111.7,160.04,1192.59,63.52,67.18,0
OD-002,Crusher,Afternoon,3829.1,60.06,1.4619,101.92,297.52,1711.34,86.23,79.67,0
OD-002,Drill Rig,Night,3458.48,67.79,3.0488,108.4,83.72,1057.69,79.13,87.23,0
CG-002,Excavator,Afternoon,718.07,64.64,3.8666,69.0,15.37,1714.25,89.67,100.35,0
JH-002,Excavator,Night,4913.12,67.64,1.5857,88.36,219.81,1177.17,70.59,86.24,0
CG-002,Loader,Afternoon,1179.23,48.59,3.161,113.51,80.99,1727.6,80.02,102.11,0
JH-001,Crusher,Afternoon,2560.54,83.73,1.3116,106.77,291.49,970.01,89.35,48.47,0
CG-002,Excavator,Morning,3237.73,54.86,4.6201,118.05,243.05,1407.98,83.9,50.9,0
OD-002,Drill Rig,Morning,8107.38,58.22,2.0429,130.68,191.57,1657.93,77.61,48.7,0
JH-001,Excavator,Night,8767.34,40.22,2.5042,75.3,214.26,2064.01,72.1,38.35,0
JH-002,Excavator,Afternoon,3094.42,57.09,4.1877,109.67,241.91,1264.22,88.68,76.99,0
CG-001,Crusher,Afternoon,8601.11,67.98,3.9972,94.83,208.48,954.75,95.49,61.47,0
JH-002,Crusher,Morning,8586.59,71.44,3.4452,91.07,101.08,1155.0,90.92,78.4,0
JH-001,Loader,Afternoon,7670.04,83.43,4.5482,149.44,156.84,1684.98,80.47,71.92,1
JH-001,Loader,Morning,1552.28,67.8,3.3352,68.6,101.13,2084.68,78.41,76.19,0
OD-001,Loader,Morning,6934.2,64.15,5.6056,96.36,213.78,1299.17,65.41,58.27,0
OD-002,Drill Rig,Night,9455.74,53.31,1.1556,95.27,12.42,1787.08,75.86,45.94,0
OD-002,Excavator,Morning,6857.15,50.07,2.6385,100.95,121.82,1526.42,69.93,84.66,0
CG-001,Loader,Night,3383.01,74.55,2.583,60.55,55.98,1634.67,60.49,86.67,0
JH-001,Crusher,Morning,5055.74,74.27,2.4364,80.38,285.32,1430.79,66.91,104.61,0
JH-002,Drill Rig,Morning,6492.68,43.84,3.4859,100.98,218.58,1176.59,60.96,50.83,0
CG-001,Dumper,Morning,5154.65,70.85,3.0253,72.09,156.0,1887.26,90.72,96.95,0
JH-001,Crusher,Afternoon,1287.53,69.76,4.1058,119.07,80.22,1364.72,93.6,32.52,0
OD-002,Excavator,Night,3189.43,43.29,1.5039,111.59,15.58,1266.85,83.52,33.65,0
CG-002,Drill Rig,Morning,8043.72,68.11,8.5515,68.26,229.16,1558.23,81.92,82.18,1
OD-001,Excavator,Night,8628.04,44.26,2.2356,95.39,153.93,1461.27,82.85,43.57,0
CG-002,Crusher,Morning,1459.27,23.56,3.1373,107.51,35.96,2115.28,84.98,50.4,0
OD-002,Drill Rig,Night,9528.63,57.6,2.4519,72.48,176.77,1530.3,76.1,99.59,0
